case_id,model_a,model_b,winner,reasoning_effort_a,reasoning_effort_b
lean-mwe-smoke,claude-opus-4.7-high,claude-haiku-4.5,a,,
lean-mwe-smoke,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-proof-omega,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-proof-omega,claude-opus-4.7-high,claude-haiku-4.5,a,,
lean-proof-omega,claude-sonnet-4.6,claude-haiku-4.5,a,,
lean-mwe-smoke,claude-haiku-4.5,gpt-5.4,b,,
lean-mwe-smoke,claude-opus-4.7-high,gpt-5.4,a,,
lean-mwe-smoke,claude-sonnet-4.6,gpt-5.4,a,,
lean-proof-omega,claude-haiku-4.5,gpt-5.4,a,,
lean-proof-omega,claude-opus-4.7-high,gpt-5.4,draw,,
lean-proof-omega,claude-sonnet-4.6,gpt-5.4,draw,,
lean-mwe-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
lean-mwe-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
lean-mwe-smoke,claude-haiku-4.5,gpt-5.4,b,,
lean-mwe-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-mwe-smoke,claude-opus-4.7-high,gpt-5.4,a,,
lean-mwe-smoke,claude-sonnet-4.6,gpt-5.4,a,,
lean-proof-omega,claude-haiku-4.5,claude-opus-4.7-high,a,,
lean-proof-omega,claude-haiku-4.5,claude-sonnet-4.6,a,,
lean-proof-omega,claude-haiku-4.5,gpt-5.4,a,,
lean-proof-omega,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-proof-omega,claude-opus-4.7-high,gpt-5.4,draw,,
lean-proof-omega,claude-sonnet-4.6,gpt-5.4,draw,,
lean-mwe-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
lean-mwe-smoke,claude-haiku-4.5,gpt-5.2,b,,
lean-mwe-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
lean-mwe-smoke,claude-haiku-4.5,gpt-5.4,b,,long
lean-mwe-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
lean-mwe-smoke,claude-opus-4.7-high,gpt-5.2,a,,
lean-mwe-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
lean-mwe-smoke,claude-opus-4.7-high,gpt-5.4,a,,long
lean-mwe-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
lean-mwe-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
lean-mwe-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
lean-mwe-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
lean-mwe-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
lean-mwe-smoke,claude-sonnet-4.6,gpt-5.2,a,,
lean-mwe-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
lean-mwe-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
lean-mwe-smoke,gpt-5.2,gpt-5.4,draw,,
lean-mwe-smoke,gpt-5.2,gpt-5.4-mini,a,,
lean-mwe-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-mwe-smoke,gpt-5.4,gpt-5.4-mini,a,,
lean-mwe-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-mwe-smoke,gpt-5.4-mini,gpt-5.4,b,,long
lean-proof-omega,claude-haiku-4.5,gpt-5.2,a,,
lean-proof-omega,claude-haiku-4.5,gpt-5.4-mini,b,,
lean-proof-omega,claude-haiku-4.5,gpt-5.4,draw,,long
lean-proof-omega,claude-opus-4.7-high,gpt-5.2,a,,
lean-proof-omega,claude-opus-4.7-high,gpt-5.4-mini,b,,
lean-proof-omega,claude-opus-4.7-high,gpt-5.4,b,,long
lean-proof-omega,claude-sonnet-4.6,gpt-5.2,a,,
lean-proof-omega,claude-sonnet-4.6,gpt-5.4-mini,b,,
lean-proof-omega,claude-sonnet-4.6,gpt-5.4,b,,long
lean-proof-omega,gpt-5.2,gpt-5.4,b,,
lean-proof-omega,gpt-5.2,gpt-5.4-mini,b,,
lean-proof-omega,gpt-5.2,gpt-5.4,b,,long
lean-proof-omega,gpt-5.4,gpt-5.4-mini,b,,
lean-proof-omega,gpt-5.4,gpt-5.4,b,,long
lean-proof-omega,gpt-5.4-mini,gpt-5.4,a,,long
lean-ai-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,claude-opus-4.7,draw,,default-effort
lean-ai-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,gpt-5.2,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
lean-ai-formalization-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
lean-ai-formalization-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
lean-ai-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
lean-ai-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
lean-ai-formalization-smoke,claude-opus-4.7,claude-sonnet-4.6,draw,default-effort,
lean-ai-formalization-smoke,claude-opus-4.7,gpt-5.2,draw,default-effort,
lean-ai-formalization-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,
lean-ai-formalization-smoke,claude-opus-4.7,gpt-5.4-mini,draw,default-effort,
lean-ai-formalization-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,long
lean-ai-formalization-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
lean-ai-formalization-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-ai-formalization-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
lean-ai-formalization-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
lean-ai-formalization-smoke,gpt-5.2,gpt-5.4,draw,,
lean-ai-formalization-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-ai-formalization-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-ai-formalization-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-ai-formalization-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-ai-formalization-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
lean-applied-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7,draw,,default-effort
lean-applied-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,a,,
lean-applied-reasoning-smoke,claude-haiku-4.5,gpt-5.2,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
lean-applied-reasoning-smoke,claude-haiku-4.5,gpt-5.4,a,,long
lean-applied-reasoning-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
lean-applied-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
lean-applied-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,a,,long
lean-applied-reasoning-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
lean-applied-reasoning-smoke,claude-opus-4.7,gpt-5.2,draw,default-effort,
lean-applied-reasoning-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,
lean-applied-reasoning-smoke,claude-opus-4.7,gpt-5.4-mini,draw,default-effort,
lean-applied-reasoning-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
lean-applied-reasoning-smoke,claude-sonnet-4.6,gpt-5.2,b,,
lean-applied-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,b,,
lean-applied-reasoning-smoke,claude-sonnet-4.6,gpt-5.4-mini,b,,
lean-applied-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
lean-applied-reasoning-smoke,gpt-5.2,gpt-5.4,draw,,
lean-applied-reasoning-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-applied-reasoning-smoke,gpt-5.2,gpt-5.4,a,,long
lean-applied-reasoning-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-applied-reasoning-smoke,gpt-5.4,gpt-5.4,a,,long
lean-applied-reasoning-smoke,gpt-5.4-mini,gpt-5.4,a,,long
lean-causal-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7-high,a,,
lean-causal-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7,draw,,default-effort
lean-causal-reasoning-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,gpt-5.2,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
lean-causal-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
lean-causal-reasoning-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
lean-causal-reasoning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,gpt-5.2,b,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,b,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,gpt-5.4-mini,b,,
lean-causal-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,b,,long
lean-causal-reasoning-smoke,claude-opus-4.7,claude-sonnet-4.6,draw,default-effort,
lean-causal-reasoning-smoke,claude-opus-4.7,gpt-5.2,draw,default-effort,
lean-causal-reasoning-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,
lean-causal-reasoning-smoke,claude-opus-4.7,gpt-5.4-mini,draw,default-effort,
lean-causal-reasoning-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,long
lean-causal-reasoning-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
lean-causal-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-causal-reasoning-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
lean-causal-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
lean-causal-reasoning-smoke,gpt-5.2,gpt-5.4,draw,,
lean-causal-reasoning-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-causal-reasoning-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-causal-reasoning-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-causal-reasoning-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-causal-reasoning-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
lean-integration-protocol-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,claude-opus-4.7,draw,,default-effort
lean-integration-protocol-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,gpt-5.2,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,gpt-5.4,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
lean-integration-protocol-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
lean-integration-protocol-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
lean-integration-protocol-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
lean-integration-protocol-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
lean-integration-protocol-smoke,claude-opus-4.7,claude-sonnet-4.6,draw,default-effort,
lean-integration-protocol-smoke,claude-opus-4.7,gpt-5.2,draw,default-effort,
lean-integration-protocol-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,
lean-integration-protocol-smoke,claude-opus-4.7,gpt-5.4-mini,draw,default-effort,
lean-integration-protocol-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,long
lean-integration-protocol-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
lean-integration-protocol-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-integration-protocol-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
lean-integration-protocol-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
lean-integration-protocol-smoke,gpt-5.2,gpt-5.4,draw,,
lean-integration-protocol-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-integration-protocol-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-integration-protocol-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-integration-protocol-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-integration-protocol-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
lean-knowledge-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,a,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,claude-opus-4.7,a,,default-effort
lean-knowledge-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,gpt-5.2,a,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,gpt-5.4,a,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,gpt-5.4-mini,a,,
lean-knowledge-formalization-smoke,claude-haiku-4.5,gpt-5.4,a,,long
lean-knowledge-formalization-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
lean-knowledge-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
lean-knowledge-formalization-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
lean-knowledge-formalization-smoke,claude-opus-4.7,claude-sonnet-4.6,b,default-effort,
lean-knowledge-formalization-smoke,claude-opus-4.7,gpt-5.2,draw,default-effort,
lean-knowledge-formalization-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,
lean-knowledge-formalization-smoke,claude-opus-4.7,gpt-5.4-mini,draw,default-effort,
lean-knowledge-formalization-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,long
lean-knowledge-formalization-smoke,claude-sonnet-4.6,gpt-5.2,a,,
lean-knowledge-formalization-smoke,claude-sonnet-4.6,gpt-5.4,a,,
lean-knowledge-formalization-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
lean-knowledge-formalization-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
lean-knowledge-formalization-smoke,gpt-5.2,gpt-5.4,draw,,
lean-knowledge-formalization-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-knowledge-formalization-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-knowledge-formalization-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-knowledge-formalization-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-knowledge-formalization-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
lean-nested-learning-smoke,claude-haiku-4.5,claude-opus-4.7-high,a,,
lean-nested-learning-smoke,claude-haiku-4.5,claude-opus-4.7,a,,default-effort
lean-nested-learning-smoke,claude-haiku-4.5,claude-sonnet-4.6,a,,
lean-nested-learning-smoke,claude-haiku-4.5,gpt-5.2,a,,
lean-nested-learning-smoke,claude-haiku-4.5,gpt-5.4,a,,
lean-nested-learning-smoke,claude-haiku-4.5,gpt-5.4-mini,a,,
lean-nested-learning-smoke,claude-haiku-4.5,gpt-5.4,a,,long
lean-nested-learning-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
lean-nested-learning-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-nested-learning-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
lean-nested-learning-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
lean-nested-learning-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
lean-nested-learning-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
lean-nested-learning-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
lean-nested-learning-smoke,claude-opus-4.7,gpt-5.2,draw,default-effort,
lean-nested-learning-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,
lean-nested-learning-smoke,claude-opus-4.7,gpt-5.4-mini,draw,default-effort,
lean-nested-learning-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,long
lean-nested-learning-smoke,claude-sonnet-4.6,gpt-5.2,b,,
lean-nested-learning-smoke,claude-sonnet-4.6,gpt-5.4,b,,
lean-nested-learning-smoke,claude-sonnet-4.6,gpt-5.4-mini,b,,
lean-nested-learning-smoke,claude-sonnet-4.6,gpt-5.4,b,,long
lean-nested-learning-smoke,gpt-5.2,gpt-5.4,draw,,
lean-nested-learning-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-nested-learning-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-nested-learning-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-nested-learning-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-nested-learning-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
lean-retroactive-audit-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
lean-retroactive-audit-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
lean-retroactive-audit-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-retroactive-audit-smoke,claude-haiku-4.5,gpt-5.2,a,,
lean-retroactive-audit-smoke,claude-haiku-4.5,gpt-5.4,a,,
lean-retroactive-audit-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
lean-retroactive-audit-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
lean-retroactive-audit-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
lean-retroactive-audit-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,gpt-5.2,a,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,gpt-5.4,a,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,gpt-5.4-mini,b,,
lean-retroactive-audit-smoke,claude-opus-4.7-high,gpt-5.4,a,,long
lean-retroactive-audit-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
lean-retroactive-audit-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
lean-retroactive-audit-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
lean-retroactive-audit-smoke,claude-opus-4.7,gpt-5.4-mini,b,default-effort,
lean-retroactive-audit-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
lean-retroactive-audit-smoke,claude-sonnet-4.6,gpt-5.2,a,,
lean-retroactive-audit-smoke,claude-sonnet-4.6,gpt-5.4,a,,
lean-retroactive-audit-smoke,claude-sonnet-4.6,gpt-5.4-mini,b,,
lean-retroactive-audit-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
lean-retroactive-audit-smoke,gpt-5.2,gpt-5.4,draw,,
lean-retroactive-audit-smoke,gpt-5.2,gpt-5.4-mini,b,,
lean-retroactive-audit-smoke,gpt-5.2,gpt-5.4,b,,long
lean-retroactive-audit-smoke,gpt-5.4,gpt-5.4-mini,b,,
lean-retroactive-audit-smoke,gpt-5.4,gpt-5.4,b,,long
lean-retroactive-audit-smoke,gpt-5.4-mini,gpt-5.4,a,,long
lean-security-formalization-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
lean-security-formalization-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
lean-security-formalization-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
lean-security-formalization-smoke,claude-haiku-4.5,gpt-5.2,b,,
lean-security-formalization-smoke,claude-haiku-4.5,gpt-5.4,a,,
lean-security-formalization-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
lean-security-formalization-smoke,claude-haiku-4.5,gpt-5.4,a,,long
lean-security-formalization-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
lean-security-formalization-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-security-formalization-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,gpt-5.4,a,,
lean-security-formalization-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
lean-security-formalization-smoke,claude-opus-4.7-high,gpt-5.4,a,,long
lean-security-formalization-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
lean-security-formalization-smoke,claude-opus-4.7,gpt-5.2,draw,default-effort,
lean-security-formalization-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
lean-security-formalization-smoke,claude-opus-4.7,gpt-5.4-mini,draw,default-effort,
lean-security-formalization-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
lean-security-formalization-smoke,claude-sonnet-4.6,gpt-5.2,b,,
lean-security-formalization-smoke,claude-sonnet-4.6,gpt-5.4,a,,
lean-security-formalization-smoke,claude-sonnet-4.6,gpt-5.4-mini,b,,
lean-security-formalization-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
lean-security-formalization-smoke,gpt-5.2,gpt-5.4,a,,
lean-security-formalization-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-security-formalization-smoke,gpt-5.2,gpt-5.4,a,,long
lean-security-formalization-smoke,gpt-5.4,gpt-5.4-mini,b,,
lean-security-formalization-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-security-formalization-smoke,gpt-5.4-mini,gpt-5.4,a,,long
lean-specification-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
lean-specification-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
lean-specification-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
lean-specification-smoke,claude-haiku-4.5,gpt-5.2,b,,
lean-specification-smoke,claude-haiku-4.5,gpt-5.4,b,,
lean-specification-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
lean-specification-smoke,claude-haiku-4.5,gpt-5.4,b,,long
lean-specification-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
lean-specification-smoke,claude-opus-4.7-high,claude-sonnet-4.6,a,,
lean-specification-smoke,claude-opus-4.7-high,gpt-5.2,a,,
lean-specification-smoke,claude-opus-4.7-high,gpt-5.4,a,,
lean-specification-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
lean-specification-smoke,claude-opus-4.7-high,gpt-5.4,a,,long
lean-specification-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
lean-specification-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
lean-specification-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
lean-specification-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
lean-specification-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
lean-specification-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
lean-specification-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-specification-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
lean-specification-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
lean-specification-smoke,gpt-5.2,gpt-5.4,draw,,
lean-specification-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-specification-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-specification-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-specification-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-specification-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
