case_id,model_a,model_b,winner,reasoning_effort_a,reasoning_effort_b
lean-doc-requirements-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
lean-doc-requirements-smoke,claude-haiku-4.5,gpt-5.4,b,,
lean-doc-requirements-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
lean-doc-requirements-smoke,claude-opus-4.7-high,gpt-5.4,b,,
lean-doc-requirements-smoke,claude-sonnet-4.6,gpt-5.4,draw,,
lean-doc-improvement-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
lean-doc-improvement-smoke,claude-haiku-4.5,gpt-5.2,draw,,
lean-doc-improvement-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
lean-doc-improvement-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
lean-doc-improvement-smoke,claude-opus-4.7-high,claude-opus-4.7,a,,default-effort
lean-doc-improvement-smoke,claude-opus-4.7-high,gpt-5.2,a,,
lean-doc-improvement-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
lean-doc-improvement-smoke,claude-opus-4.7-high,gpt-5.4,a,,long
lean-doc-improvement-smoke,claude-opus-4.7,claude-sonnet-4.6,draw,default-effort,
lean-doc-improvement-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
lean-doc-improvement-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
lean-doc-improvement-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
lean-doc-improvement-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
lean-doc-improvement-smoke,claude-sonnet-4.6,gpt-5.2,a,,
lean-doc-improvement-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
lean-doc-improvement-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
lean-doc-improvement-smoke,gpt-5.2,gpt-5.4,draw,,
lean-doc-improvement-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-doc-improvement-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-doc-improvement-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-doc-improvement-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-doc-improvement-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
lean-doc-requirements-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
lean-doc-requirements-smoke,claude-haiku-4.5,gpt-5.2,b,,
lean-doc-requirements-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
lean-doc-requirements-smoke,claude-haiku-4.5,gpt-5.4,b,,long
lean-doc-requirements-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
lean-doc-requirements-smoke,claude-opus-4.7-high,gpt-5.2,b,,
lean-doc-requirements-smoke,claude-opus-4.7-high,gpt-5.4-mini,b,,
lean-doc-requirements-smoke,claude-opus-4.7-high,gpt-5.4,b,,long
lean-doc-requirements-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
lean-doc-requirements-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
lean-doc-requirements-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
lean-doc-requirements-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
lean-doc-requirements-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
lean-doc-requirements-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
lean-doc-requirements-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
lean-doc-requirements-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
lean-doc-requirements-smoke,gpt-5.2,gpt-5.4,draw,,
lean-doc-requirements-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-doc-requirements-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-doc-requirements-smoke,gpt-5.4,gpt-5.4-mini,draw,,
lean-doc-requirements-smoke,gpt-5.4,gpt-5.4,draw,,long
lean-doc-requirements-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
